name,language,phoneNumber
Phillip_Edwards,Cornish,+1-918-454-1896x27845
Raymond_Thomas,Swedish,683-455-2006x297
Dr._Charles_Rogers,Polish,+1-346-341-1643x450
Elizabeth_Arnold,North Ndebele,(222)559-4654x84694
Joshua_Young,Wolof,001-813-278-7704x20465
Amy_Phelps,Aymara,056-649-3465
Lynn_Odom,Kannada,001-494-630-1085
Susan_Chan,Faroese,894-744-0094x8505
Courtney_Gutierrez,Shona,001-672-222-2727x614
Jerry_Wang,Guarani,001-061-907-9026x434
Scott_King,Tajik,510.106.0229x56415
Jennifer_Thomas,Bashkir,(083)926-8024x78521
Elizabeth_Butler,Polish,610.916.8809x56186
David_Chambers,Haitian,(853)625-6940x0885
Paul_Wilson,Danish,+1-548-270-0053x47900
Rhonda_Warner,Tatar,908.608.3282
Pamela_Sherman,Hindi,392-716-3337x482
Larry_Gutierrez,Czech,001-731-272-0786x330
Katherine_Mcintosh,Manx,(152)544-2536x10235
Brittany_Love,Malagasy,333.003.8670x9310
Alicia_Foster,Samoan,(966)132-6632x535
Amanda_Blackwell,South Ndebele,+1-896-728-2054x5057
Katrina_Hall,Macedonian,(963)088-6617
Dr._Amy_Levine_PhD,Sango,160.328.2016x4776
Nicole_Roberts,Urdu,001-628-080-9551x45084
Melanie_Bridges,Serbian,(148)390-0404
Timothy_Ball,Kalaallisut,+1-953-696-5593
Katherine_Huang,Bihari languages,(661)765-2292x28989
Erin_Ward,Belarusian,372.011.3009
Michael_Norris,Manx,+1-539-094-7868x99534
Sydney_Miller,Georgian,(326)945-3736
Randall_Schroeder,Igbo,+1-026-712-9575x448
John_Drake,Azerbaijani,559.592.0256x7292
Anne_Nguyen,Lingala,+1-798-529-7323x20348
Dustin_Thomas,Manx,732.087.1854
Michele_Maxwell,Xhosa,044-864-1556
Mariah_Yates,Hiri Motu,084-278-2235x7787
Wendy_Thomas,Navajo,(630)252-1039x863
Jonathan_Fox,Nepali,922-608-3485x3278
Brendan_Sanders,Azerbaijani,(452)758-3487x7792
Zachary_Brown,Inuktitut,4692946857
Theresa_Mack,Latin,9162508197
Ruben_Moran,Czech,951.476.0547x911
James_Patel,Hiri Motu,951.570.8819x762
Amy_Mays_DDS,Chuvash,766.661.0518x7572
Amanda_Schmidt,Rundi,899.127.9800x520
Brandy_Santos,Danish,(417)218-8985x90626
Catherine_Riggs,Danish,810-321-0610
Samantha_Walker,Japanese,+1-172-366-5255
Justin_Hall,Burmese,+1-208-607-3869
Wesley_Maldonado,Avestan,(013)762-3479
Daniel_Walsh,Kannada,(927)579-8713x0139
Karen_Nielsen,Turkmen,801-504-8244x351
Nicholas_Riley_Jr.,Bosnian,+1-044-188-3063x4666
Johnny_Hawkins,French,700.876.5789
Susan_Roberts,Gaelic,748.202.4864x45097
Debra_Vazquez,Sindhi,823.839.1188x881
Rachel_Graham,Kongo,907.479.4125
Leslie_Duncan,Latin,001-725-780-5296
Anthony_Murray,Chuvash,(674)420-6080x9174
Jacqueline_Rose,Slovak,001-563-995-6928x7264
Laurie_Hernandez,Afrikaans,625.489.6516x3742
Carlos_Castro,Oromo,623-592-7553
Mark_Bailey,Samoan,136.548.4603x8718
Christina_Castaneda,Avestan,+1-259-425-9738
Jeffrey_May,"Sotho, Southern",014-786-8619x548
Tracey_Carlson,Abkhazian,(909)308-8411x98473
Joseph_Miller,Vietnamese,+1-084-489-4536x514
Jorge_Taylor,Croatian,467-068-8917
Debbie_Cruz,Japanese,001-319-566-6425x45185
Joel_Holt,Hausa,001-960-093-4242
Shawn_Brooks,Yiddish,(232)883-7558x150
Jennifer_Friedman,Aragonese,+1-059-240-4650x926
Elaine_Myers,Zhuang,001-863-989-3478
Kathryn_Tate,Abkhazian,194.232.1403x5566
Rodney_Jones,Mongolian,131-167-2696x3716
Edward_Ho,Telugu,655.157.2840
Robert_Bell,Bislama,(591)132-3988
Mrs._Kim_Lopez,Tamil,+1-721-466-2027x83067
Misty_Ramos,Manx,(824)108-4138
Michael_Erickson,Interlingue,3142292554
Charles_Chang,Amharic,(184)716-3988
Alicia_Wilson,Greek,393.422.0090x67832
Larry_Johnson,Somali,941-471-3603x327
Manuel_Mack,Tswana,001-062-901-1420x7886
Yvette_Cole,Bulgarian,(746)417-4564
Alicia_Lowe,Sundanese,001-942-644-9542x0457
Christopher_French,Kikuyu,794.256.7239x218
Caroline_Chang,Czech,+1-205-359-1089x17924
Andrew_Dean,Fulah,010-735-2116
Cynthia_Le,Shona,578-300-2034
Shawna_Martinez,Macedonian,892.184.4884x05600
James_Dunn,Western Frisian,(294)052-8344x80419
Melissa_Ramsey,Ewe,(818)160-9848
Lori_King,Sichuan Yi,408-577-1896
Taylor_Hill,Japanese,483-301-8581
Anna_Phillips,Pushto,(505)353-8607x3904
David_Hernandez,Occitan,+1-431-905-1365
Richard_Stokes,Uzbek,(995)407-8555x3414
Janet_Grant,Western Frisian,(784)432-2288
Haley_Powers,Quechua,947-436-2951x71677
Leah_Lee,Rundi,374-155-0762
Christopher_Tucker,Armenian,150-404-5853
Jared_Zavala,Icelandic,923.763.0689x43138
Christopher_Banks,Bihari languages,(236)642-7207x438
Amber_Vasquez,Tibetan,454-879-4510
Jamie_Davis,Kalaallisut,775.866.0851
Sharon_Willis,Wolof,767-783-2669
Susan_Jenkins,Igbo,001-600-833-7399x625
Lauren_Wise,Slovenian,874-695-2304x9752
Johnny_Pierce,Albanian,+1-955-388-8704x843
Stephanie_Baker,Belarusian,001-865-996-8451x763
Jennifer_Fisher,Amharic,5546902340
Kevin_Burns,Divehi,(778)393-6082x86138
Nancy_Vazquez,Kanuri,+1-637-376-9260x346
Stephanie_Nunez,Marathi,+1-983-406-4769x461
Justin_Herrera,Ewe,732-082-7665
Nathan_Tucker,Central Khmer,+1-033-450-4557x24275
Mrs._Cheryl_Jones,Norwegian Nynorsk,001-057-924-0693x7650
Tammy_Pitts,Haitian,001-111-196-0660x9385
Cynthia_Walker,Ukrainian,001-993-059-2337x979
Judith_Kramer,Interlingua,1618974773
Ryan_Rivas,Manx,001-241-516-2490x0052
Thomas_Walker,Venda,+1-443-944-3750x91388
Jason_Brown_DVM,Bulgarian,(791)459-2081x9374
Kathryn_Nunez,Chamorro,+1-345-509-3504
Robin_Brooks,Albanian,362-736-8084
Tyler_Smith,Welsh,+1-581-775-7732x9118
Nancy_Williams,Macedonian,(949)586-7808x30136
Andrea_Nelson,Luba-Katanga,837.500.7885
Lauren_Woodard,Afar,001-272-819-0238
Andrew_Wilson,Pali,(107)929-3571x4478
Jean_Johnson,Irish,001-771-207-9000x06424
Beth_Sandoval,Vietnamese,+1-781-424-1176
Derrick_Singh,Burmese,+1-875-910-1592x10021
Sarah_Castro,Chamorro,(995)869-4409
Megan_Melton,Hausa,+1-150-418-2596x12850
Jasmine_Harris,Bengali,983-390-0966x46521
Brandon_Gonzalez,South Ndebele,+1-401-301-9929x563
Ashley_Cherry,Herero,001-889-269-9620x6393
Ralph_Jones,Assamese,+1-694-483-1728x4779
Chelsea_Thomas,Ndonga,(631)636-8285
Steven_Gibson,Afrikaans,(887)886-1989
Dakota_Baldwin,Slovak,+1-811-721-4169x852
David_Winters,Latin,001-613-647-8655x64829
Julia_Williams,Kannada,+1-962-447-7934x33304
David_Sanchez,Polish,807.747.8842x85055
Leslie_Santiago,Chichewa,1943737772
Dennis_Peterson,Shona,974.791.1862x5440
Anthony_Brooks,Luxembourgish,630-611-1741x292
Christian_White,Chechen,0852842064
Jade_Carrillo,Sanskrit,044-842-7056x07429
Kirk_Ward,Basque,910.850.2589x49202
Michaela_Mcfarland,Kuanyama,406.094.9683
Amanda_Brown,Belarusian,001-081-770-2982x55103
Elizabeth_Richardson,Bihari languages,215.135.0460x040
Nancy_Owens,Catalan,903.420.7656x9837
Patrick_Anderson,Kuanyama,(402)669-5553
Kristine_Moody,Amharic,+1-731-209-5015x61514
Jermaine_Sexton,Tsonga,001-288-255-4823x552
Nichole_Perry,Galician,556-018-5010
Keith_Weber,Igbo,646.290.1138x23955
Wayne_Hill,German,552-251-6774x475
Ronald_Rush,Spanish,5106304133
Elizabeth_Reese,Aragonese,8258265351
Richard_Bishop,Italian,(421)679-4904x0976
David_Mills,Icelandic,066.970.1183
Thomas_Lewis,Sundanese,(274)027-2829x80095
Sarah_Lambert,Bashkir,001-664-737-8456
Timothy_Malone,Latvian,(911)567-0737x299
Tara_Tanner,Tsonga,940.515.5174
Rebecca_Collier,Azerbaijani,(736)085-0713x6829
Barry_Douglas,Inupiaq,+1-550-074-4524x326
Kristine_Lynch,Yoruba,795.307.9916x273
Alyssa_Ellis,Irish,797-905-1195x986
Brittany_Ray,Pali,001-525-722-7677x54160
Kathryn_Gutierrez,Quechua,(646)208-8175x2226
Christian_Riggs,Xhosa,001-599-953-0698x793
Joy_Smith,Gaelic,3667789912
Jesse_Lee,Maltese,165.502.3476x79740
Amanda_Kim,Chechen,625-597-8290
Jamie_Pham,Finnish,450.480.1899
Mary_Rice,Norwegian Nynorsk,982-465-2304x77747
Bill_Cruz_Jr.,Swedish,673-767-5656
Diane_Allison,Romanian,405.007.4174x5513
Amanda_Spencer,Japanese,(502)142-9130x0086
Angela_Young,Basque,268.747.3306x107
Brandon_Cox,Italian,035.222.1065
Tracy_Morrison,Tsonga,879-652-6723x23801
Barry_King,Ido,001-707-894-7430x2962
Christopher_May,Igbo,(053)131-2301x587
Chad_Green,Georgian,076-115-5032
Cynthia_Martin,Turkish,(331)660-2768x35204
Sarah_Murray,Komi,7053025661
Joshua_Silva,Hebrew,(128)677-8713x2986
Robin_Miller,Kanuri,+1-040-510-7899x1883
Laura_Ruiz,Venda,985-412-5328
Benjamin_Christensen,Azerbaijani,001-877-767-9021x913
Denise_Webb,Thai,226-395-5700
Teresa_Boyd,Ido,9959599713
David_Robbins,Twi,001-390-983-2906x9170
Barbara_Beck,Kalaallisut,001-238-570-1436x1279
Jacob_Paul,Mongolian,189.340.5144
Tina_Singh,Belarusian,417-864-4707
Melissa_Graves,Luxembourgish,137-530-9896x89275
Melissa_Kirby,Tonga,(639)833-8442x860
Stephanie_Floyd,Romansh,(666)747-3247
Vanessa_Evans,Breton,(941)963-9181x769
Natalie_Cooper,Persian,5449546593
Nicole_Lara,Divehi,(474)934-4517x66150
Robyn_Dominguez,Nauru,+1-528-797-5118x60899
Pamela_Hicks,Chuvash,134.003.8284x377
Marc_Bell,Esperanto,(105)013-8762x6101
Dylan_Moore,Kirghiz,001-230-963-5080x7496
Mark_Lucero,Icelandic,(463)599-2391x6936
Dana_Jackson,Macedonian,925-152-2972x8200
Joseph_Horne,Javanese,+1-043-664-4125x313
Lisa_Thomas,Persian,6962424215
Ashley_Jensen,Zhuang,(398)142-0871x213
Randall_Clark,Bislama,+1-695-965-6692x4799
Chris_Robbins,Nepali,325-199-9549
Tara_Blackburn,Venda,001-450-015-1621x888
Jennifer_Wright,Xhosa,001-250-493-4740x4377
Penny_Stone,Hausa,952-445-9569
Hector_Hall,Polish,001-015-652-7455
Katherine_Williams,Kongo,001-260-226-2052x82412
Bob_Osborne,Ojibwa,+1-945-498-0735x3819
Francisco_Ballard,Kongo,+1-759-999-5138x62173
Joel_Evans,Romanian,9339866641
Beth_Gates,Tonga,9994877660
Julia_York,Thai,352-515-2763
Audrey_Bell,Kongo,4767205758
Travis_Hicks,Greek,(507)022-6656x55062
Connor_Montoya,Danish,711-910-4735x9099
Ian_Jones,Yiddish,9788985833
Kelly_Craig,Catalan,001-141-217-4571x798
Teresa_Alexander,Cree,(990)685-1099x1107
Taylor_Howell,Lithuanian,+1-949-477-0249x39828
Benjamin_Stark,Spanish,032-496-3700x1276
Kevin_Wagner,Indonesian,978.455.6012
Wanda_Ford,Ewe,393.828.7085x9348
Christopher_Edwards,German,(248)718-3231
Abigail_Smith,Hindi,+1-639-454-4663x449
Mary_Reynolds,Kuanyama,001-913-533-0078
Kathy_Flores,South Ndebele,(865)235-7681
Matthew_Buchanan,Slovak,001-748-532-9997x8058
John_Gillespie,Sinhala,+1-614-785-4589x700
Jennifer_White,Corsican,155-964-8676
Daniel_Roberson,Urdu,018-151-1154x96579
Lauren_Guzman,Breton,+1-983-760-2287x707
Jessica_Mckinney,Chuvash,125-253-3064
Austin_Harris,Bislama,(017)577-2135x94955
Billy_Lee,Oriya,482-484-2870x1808
Amanda_Daniel,Bashkir,+1-939-414-4041x1852
Alan_Thompson,Inupiaq,(982)249-4067
Ryan_Watts,Portuguese,001-077-689-8622x012
Carlos_Thornton,Northern Sami,(588)593-6946
Jill_Reid,Italian,695-006-4845
Brandon_Barnett,Kalaallisut,(758)995-7756x199
Sarah_Bryan,Bosnian,(167)742-1568x42657
Susan_Campbell,Luxembourgish,877-047-5771
Marie_Walton,Western Frisian,(021)890-0599x351
Christopher_Henderson,Guarani,522-891-5922
Michael_Burch,Lao,636-729-3489x1268
Dylan_Barton,Aymara,001-720-413-6680
Jared_Gonzalez,Tagalog,626-458-6708
John_Baker,Latvian,322.442.2739x466
Cathy_Sanders,Chinese,1203248012
Arthur_Griffin,Chinese,+1-288-280-1849x34883
Ryan_Colon,Nepali,(403)742-7391
Judith_Weaver,Estonian,001-527-059-1131
Steve_Ray,Avaric,373.449.6604
Kristin_Alvarez,Urdu,435.509.6172
Linda_Taylor,Ojibwa,322.470.7960x5272
Katelyn_Hubbard,Welsh,+1-441-944-5468x321
Brett_Anderson,Panjabi,596.151.7284x05123
Catherine_Cain,Greek,+1-443-223-2877
Kaitlyn_Sanchez,Rundi,311.960.1701x4198
Jessica_Ryan,Tswana,680-119-6296
Kimberly_Lynch,Russian,488.200.9986x2276
Joshua_Ramsey,Hausa,001-293-508-1738
Andrew_Mahoney,Igbo,914.535.4227
Sandra_Taylor,Abkhazian,001-506-896-5828
Danny_Sanders,Finnish,001-099-499-0629
Dr._Jared_Daniel_PhD,Gujarati,(995)418-7530x14114
Samantha_Olsen,Rundi,919-190-6612x47611
Dr._Pamela_Gallagher,Church Slavic,2261004331
Mr._Mark_Smith_DVM,Russian,636-817-2204
Samuel_Wilson,Northern Sami,4512770387
Kristen_Hernandez,Herero,(741)829-0101
Michael_Barrett,Rundi,(874)048-6169x121
Jacob_Mendoza,Icelandic,(195)860-9072x611
Marcus_Johnston,Faroese,(655)488-9230x1164
Robert_Fisher,Oriya,(156)666-2176
Richard_Hernandez,Croatian,630-368-6231
Dylan_Farmer,English,199-106-4460x8235
Gregory_Steele,Greek,907.020.6600x445
Beth_Patel,Malay,7504346425
Diana_Brooks,Marshallese,+1-085-346-3014x40669
Timothy_Wright,Divehi,549.035.0534
John_Walters,Samoan,811.781.8101
Rebecca_Monroe,Norwegian,+1-424-465-9020x4705
Jeremy_Carter,Bislama,(639)956-9611x8215
John_Cooper,Afar,981.037.8987
Cassandra_Williams,Guarani,001-775-404-5984
Jillian_Moon,Manx,6055395081
John_Cox,Afrikaans,723.120.8674
Andrew_Russell,Maori,8789336954
Amber_Schmidt,Oriya,727-551-6768
Rebecca_Jarvis,Hindi,046-946-7666x837
Rebecca_Banks,Macedonian,857-366-6014x160
Deborah_Hayes,Polish,+1-997-080-3488x35979
Jason_Anderson,Tsonga,(134)289-3051x1713
Leslie_Jones,Lithuanian,878.650.8511x3746
Jesus_Kane,Aragonese,(494)133-2714x0855
Melissa_Lane,Lao,(328)243-7797x986
Christopher_Williamson,Hiri Motu,001-148-764-2088x3387
Mr._Sean_Garza_MD,Kanuri,906.978.5954x518
Tara_Malone,Quechua,499.997.1512
Melissa_Carpenter,Irish,698-617-2019
Scott_Bridges,Tajik,001-016-967-7769x066
Martin_Contreras,Pali,759-991-1229
Patricia_Griffin,Sichuan Yi,5761558810
Mary_Garza,Maori,(709)484-6019
Jennifer_Taylor,Nauru,012-142-8691x3033
Amy_Douglas,Chamorro,103-386-6479
Jodi_Jones,Persian,(911)335-3207x3921
Andre_Alvarado,Catalan,001-549-868-7362
Jonathan_Ball,German,001-509-690-6965
John_Sullivan,Kongo,+1-475-165-2440
Ryan_Powell,Turkmen,505.993.4858x515
Louis_Holmes,Malay,494.998.2304x54690
Tamara_Osborn,Church Slavic,(938)595-2948x586
Katie_Russell,Inuktitut,858.358.9425x4908
Cheyenne_Williams,Corsican,483.232.4992
Robert_Cruz,Kurdish,001-495-283-6405x47074
Lisa_Yu,Bislama,+1-709-355-5904x35126
Jennifer_Blair,Norwegian,+1-862-666-7997x6178
Tyler_Cannon,Hungarian,636.339.4903x7797
William_Parker,Romanian,7727368364
Jennifer_Mcbride,Avestan,001-440-523-4218x4647
Alexander_Moyer,Ewe,5061965961
Donald_White_PhD,Oriya,+1-884-053-4023
Andrew_Baldwin,Bulgarian,154-468-9041
Carlos_Warren,Japanese,155.894.5986
Ariana_Smith,Welsh,+1-095-719-8756
Dawn_Martin,Burmese,(621)606-7800
Tracy_Gomez,Western Frisian,692-486-3897x76450
Dominique_Holland,Limburgan,001-573-974-1193x4564
Shannon_Thomas,Ukrainian,(750)869-5845
Matthew_Duncan,South Ndebele,001-855-059-9768x6341
Timothy_Hahn_Jr.,Kalaallisut,386.166.3221x0419
Sean_Nguyen,Indonesian,4944637152
Charles_Wolfe,Macedonian,+1-319-108-9437x97623
Veronica_Allen,Tonga,(308)145-0274x81048
Joseph_Johnson,Ojibwa,001-429-121-7454x74616
Jose_Alexander,Basque,068-076-3689x097
Dennis_Harris,Ojibwa,694.676.4966x780
James_Mathews,English,(731)663-1604x581
Jessica_Cohen,Oromo,+1-476-460-6604
Derrick_Nolan,Indonesian,(799)796-3062x16963
Daniel_Wu,Tamil,001-907-723-9124x952
Dean_Smith,Afar,147.020.4331x7334
Kristie_Perkins,Manx,001-494-807-6516x78570
Tracy_Morris,"Sotho, Southern",(970)359-3212
David_Reyes,Church Slavic,+1-019-679-1381x656
Chad_Houston,Azerbaijani,072.346.8000
Brian_Kelly,Maltese,467-612-4014x655
Jared_Steele,Tonga,388.670.7254x64718
Benjamin_Erickson,Kalaallisut,001-720-007-2403x183
Maria_Tapia,Malay,(971)798-9872x4152
David_Gaines,Lingala,903.432.3711x86375
Amy_Wood,Walloon,(741)797-9485x38139
Donna_Rivera,Albanian,001-282-639-0002x4648
Karla_Cherry,Norwegian,(059)632-8601
Dr._Rebecca_Steele_MD,Latvian,789-719-1226x981
Christine_Kennedy,Slovenian,(725)201-7751x435
Katie_Graves,Tatar,+1-222-067-7463x02147
Oscar_Moreno,Samoan,001-879-656-2384x59914
Aimee_Roberts,Armenian,+1-599-952-1601x073
Carl_Hayes,Swedish,(239)082-4105
Stanley_Reynolds,Macedonian,563-624-4068x766
Lauren_Henson,Telugu,+1-339-614-9933
Dustin_Mendez,Ndonga,108-432-2267x6439
Kenneth_Lam,Swati,(014)935-3614x0440
Christine_Delgado,Afrikaans,190.314.4984
Emily_Martin,Amharic,781.270.9842
Brandon_Webster,Malay,001-364-585-1828x3766
Tristan_Collins,Wolof,404-398-6598
Kayla_Hampton,Twi,646.957.1632
Jamie_Reeves,Ossetian,(521)497-2075
April_Reynolds,Xhosa,098-323-1982x8860
Richard_Holmes,Aragonese,324-353-4000x32448
Donna_Williams,Malay,+1-675-324-7811x16677
Jennifer_Frye,Turkmen,(417)320-8119x75252
Steven_Ball,Norwegian,+1-868-372-4172x0312
Jermaine_Carter,Twi,(543)982-2946x57734
Jennifer_Burns,Sango,(984)612-9467
John_Walker,Ukrainian,(499)637-7400
Alison_Rivera,Tamil,001-699-180-4742x4248
Leslie_Thompson,Swati,+1-602-004-2637
Rebecca_Maxwell,Icelandic,001-152-992-5101x493
Samantha_Castaneda,Lao,001-003-217-8897x31675
Ryan_Jordan,Divehi,384.178.2509x7740
Felicia_Wilcox,French,(028)679-4825
Mary_Long,Ndonga,964-502-0489x73274
Donna_Thornton,Dutch,9412656388
Bruce_Wise,Guarani,(644)957-7747x58143
Mason_Clayton,Finnish,220.223.1890
Edwin_Avila,Luba-Katanga,692.599.2556x035
Kyle_Erickson,Sundanese,066-259-0223
Lawrence_Caldwell,Polish,(134)427-1054x288
Gregory_Dalton,Norwegian Nynorsk,153.475.9762
Amy_Chen,Albanian,2600407204
Brian_Welch,Sinhala,390-590-1247x032
Dana_Campbell,Latvian,0193105172
Amanda_Fischer,Romanian,514.928.1856x863
Travis_Wallace,Aymara,001-091-556-5321
Holly_Randall,Welsh,(826)047-0214
Keith_Robertson,Armenian,+1-683-736-0530x1477
Barbara_Stevens,Akan,0408710027
Phillip_Moore,Nauru,3947018565
Audrey_Taylor,Lao,+1-209-366-4897x355
Michael_Harrison,Rundi,+1-541-921-6639x8034
John_Brown_MD,North Ndebele,542.559.4127x7070
Kenneth_Colon,Pali,+1-755-764-2129x454
Randall_Lynch_MD,Zulu,+1-535-818-8360
Robert_Eaton,Afrikaans,290-889-1550
Shelia_Lewis,Russian,+1-947-746-5030x89199
Joshua_Greene,Belarusian,835.033.5252
Carl_Gonzalez,Georgian,712-838-6156
Tammy_Gordon,Kannada,943.766.3322x72117
Samuel_Miles,Urdu,924.216.4357x930
Paul_Young,Ojibwa,001-021-820-7458x1015
Nicole_Aguilar,Chamorro,5899962161
Joseph_Arnold,Romansh,(249)092-1340x3897
Ruben_Hanna,Interlingue,001-863-762-1039
James_Chan,Avaric,+1-825-953-2572x84130
Karen_Alexander,Serbian,(381)547-0920x813
Scott_Jenkins,Haitian,511-292-4808x687
Kimberly_Cummings,Turkmen,+1-346-165-5181
Michelle_Ramos,Kalaallisut,(170)608-2058
Victoria_Calhoun,Hindi,001-683-320-1751x968
Nicole_Garcia,Bengali,001-108-417-9957
Jeffrey_Thompson,Tonga,(779)680-7396
Sara_Brown,Sango,(243)992-0907x2903
Stephen_Ray,Bengali,5600023326
Victoria_Garcia,Occitan,849-453-7658x93388
Peter_Watts,Georgian,(186)643-6468x41847
Jessica_Lawson,Ojibwa,(473)925-0525x557
Michael_Dunn,Divehi,401-626-1552x632
Leslie_Barnes,Gaelic,001-244-355-5635x84493
Megan_Martinez,Hiri Motu,837-392-3483x683
Jason_Calhoun,Somali,+1-126-987-1148x11885
Joanna_Foster,Sinhala,+1-005-783-1162x3880
Maria_Cole,Belarusian,001-863-353-6948
Sarah_Bartlett,Tatar,264-308-3364x4509
Sarah_Hamilton,Kirghiz,+1-808-599-5685
Maria_Lucas,Lao,+1-498-670-1155x861
Timothy_Small,Kashmiri,001-839-269-9931
Linda_Sanchez,Akan,001-641-802-9925x9562
Stefanie_Scott,Catalan,312-648-7555x4410
Michael_Heath,Central Khmer,650.968.2183x0776
Kyle_Gibbs,Church Slavic,910.979.4832x49157
Kyle_Carpenter,Kikuyu,+1-804-500-1311x326
Charles_Young,Oriya,(027)800-7281x6652
Amanda_Ramsey,Kazakh,+1-438-035-8809x763
Albert_Luna,English,208.072.7903x8417
Mark_Ruiz,Sango,(673)754-9416
Julia_Henderson,English,857-464-2688
Christopher_Wagner,Aymara,(996)063-6101x87577
Charles_Watson,Wolof,(761)332-0907
Jeffrey_Salazar,Kalaallisut,954.894.8771x643
Alexis_Mata,Fijian,+1-836-089-6038x29731
Melissa_White,Swahili,7175875093
Lauren_Vargas,German,776.420.8353x0371
Jennifer_Rogers,Vietnamese,849-190-4426
Andrew_Lewis,Latin,852-709-7518x09970
Nicholas_Wood,Hindi,8079210337
Catherine_Fisher,Javanese,(658)843-3983x167
Kristin_Fisher,Guarani,(364)643-4397
Patricia_Meyer,Ossetian,001-090-539-7292x93253
Mark_Bentley,Ossetian,541.886.3663
Eric_Turner,Kikuyu,001-547-525-8048x1706
Kimberly_Cruz,Burmese,697-360-8569
Robert_Lutz,Esperanto,001-359-226-7700x5703
Jillian_Smith,Kuanyama,(562)777-3021x8692
Paul_Lynn,Welsh,014-101-2986x859
Thomas_Bradford,Chinese,001-259-174-8898x6572
Brian_Morales,Slovenian,+1-345-712-5915x240
Lindsay_Anderson,Aymara,5645513750
Brian_Forbes,Basque,852-727-1696x99967
Kevin_Ramsey,Marshallese,001-178-211-0386x915
Chad_Crawford,Walloon,969-700-8324
Jonathan_Johnston,Estonian,001-038-611-1110
Mrs._Lisa_Jones,Divehi,001-099-672-4168x77468
Keith_Young,Oriya,+1-392-279-4986x1326
Susan_Duncan,Latvian,+1-815-808-2733x32650
Crystal_Silva,Yiddish,4202733444
Brandy_Smith,Polish,001-174-835-6422x633
Kelly_Thompson,Tatar,9172259314
Kevin_Maddox,Ndonga,5890975990
Gregory_Meyer,Tagalog,(744)628-3400x6854
Kristina_Wong,Xhosa,667-945-5256x26242
Emily_Patterson,Fulah,1203497380
Mary_Phillips,Venda,+1-330-712-6642x561
Wendy_Mcknight,South Ndebele,(930)914-2503x46409
Jacqueline_Ward,Chamorro,(776)402-4244x75215
Kyle_Perry,Urdu,(055)808-4525
Beth_Gutierrez,Chechen,(051)011-0024x03852
Ronald_Baxter,Sardinian,(734)777-2076x5992
Gary_Frederick,Northern Sami,+1-647-467-8591x0397
Christian_Ray,Ndonga,902.906.2554x161
Kevin_Lopez,Chechen,4304096282
Samuel_Gay,Luxembourgish,223-972-6504x065
Miranda_Reynolds,Latvian,814-241-0086
Julia_Morse,Rundi,5751688102
Kelly_Henderson,Bosnian,591-287-9162x970
Patrick_Patterson,Ido,(547)229-0806x2118
Vincent_Miller,Slovenian,001-146-712-9269
Victor_Edwards,Xhosa,+1-327-702-3534x16278
Justin_Davis,Dutch,419.796.8317x64635
Thomas_Wells,Occitan,821-803-4411x75657
Brian_Boyd,Western Frisian,(792)068-6460
Kimberly_Tanner,Sindhi,5652393074
John_Keller,Turkmen,108-230-3644
Tammy_Torres,Ido,985.633.7489
Jerry_Lee,Fijian,574.312.6948x40059
Michael_Liu,Georgian,184-570-0289
Matthew_Farrell,Slovenian,618-103-8952
Cheryl_Jackson,Gaelic,(691)406-7805
Anna_Clark,Malay,(582)605-3155
Stephanie_Cain,Ewe,925.373.3405x517
Julie_Dean,Kazakh,+1-745-011-1085x499
Ralph_Brown,Romanian,+1-596-066-4910
Kristen_Taylor,Kongo,838-760-1563x77681
Christopher_Walker,Czech,001-196-516-6554x71798
Juan_Vaughn,Bislama,223-527-0279
Zachary_Graham,Interlingue,(890)745-1180
Sharon_Krause,Kannada,(588)371-9115x4980
